ibovespa
3.834
3.847
3.844
3.832
3.803
3.751
3.703
3.674
3.605
3.513
3.41
3.318
3.231
3.146
3.078
3.06
3.056
3.025
3.005
2.985
2.96
2.894
2.812
2.801
2.781
2.761
2.727
2.743
2.742
2.742
2.781
2.845
2.946
3.014
3.084
3.108
3.134
3.132
3.132
3.134
3.146
3.164
3.175
3.158
3.132
3.108
3.09
3.089
3.111
3.154
3.18
3.213
3.258
3.321
3.395
3.475
3.559
3.645
3.73
3.798
3.851
3.906
3.941
3.954
3.968
3.976
3.974
3.973
3.969
3.963
3.975
3.973
3.978
3.985
3.976
3.976
3.963
3.939
3.915
3.917
3.92
3.908
3.879
3.859
3.836
3.817
3.825
3.819
3.814
3.787
3.738
3.708
3.687
3.664
3.65
3.646
3.639
3.64
3.628
3.618
3.624
3.631
3.653
3.691
3.733
3.756
3.787
3.82
3.862
3.904
3.933
3.946
3.957
3.947
3.942
3.944
3.93
3.92
3.906
3.893
3.888
3.897
3.905
3.939
3.988
4.028
4.068
4.11
4.141
4.161
4.19
4.22
4.24
4.244
4.235
4.234
4.253
4.264
4.291
4.334
4.355
4.356
4.364
4.386
4.408
4.434
4.442
4.45
4.468
4.487
4.524
4.582
4.631
4.671
4.705
4.726
4.741
4.755
4.749
4.733
4.714
4.69
4.676
4.645
4.609
4.574
4.555
4.539
4.527
4.513
4.509
4.503
4.491
4.5
4.509
4.525
4.542
4.547
4.554
4.548
4.504
4.466
4.418
4.369
4.319
4.276
4.219
4.173
4.132
4.109
4.099
4.064
4.036
4.024
4.02
4.001
3.998
3.997
4.004
4.001
4.016
4.042
4.081
4.118
4.147
4.183
4.206
4.225
4.238
4.26
4.28
4.312
4.33
4.311
4.292
4.264
4.24
4.23
4.223
4.228
4.233
4.231
4.224
4.245
4.297
4.36
4.426
4.48
4.52
4.548
4.586
4.636
4.696
4.741
4.757
4.772
4.793
4.809
4.842
4.874
4.89
4.899
4.923
4.953
4.996
5.054
5.097
5.143
5.172
5.21
5.25
5.29
5.315
5.333
5.334
5.31
5.3
5.293
5.289
5.276
5.265
5.227
5.197
5.179
5.171
5.152
5.103
5.048
5.001
4.956
4.916
4.905
4.881
4.855
4.82
4.81
4.832
4.865
4.891
4.915
4.938
4.952
4.963
4.975
4.988
4.999
4.987
4.968
4.954
4.944
4.942
4.946
4.949
4.949
4.951
4.96
4.983
5.003
5.018
5.042
5.055
5.067
5.085
5.099
5.109
5.117
5.137
5.167
5.201
5.224
5.257
5.285
5.314
5.347
5.392
5.443
5.474
5.507
5.521
5.546
5.561
5.589
5.607
5.628
5.645
5.643
5.643
5.631
5.631
5.617
5.596
5.578
5.566
5.56
5.568
5.588
5.61
5.635
5.687
5.762
5.829
5.898
5.966
6.007
6.042
6.083
6.137
6.198
6.221
6.235
6.276
6.297
6.33
6.391
6.419
6.423
6.409
6.385
6.397
6.393
6.367
6.327
6.286
6.218
6.166
6.151
6.141
6.15
6.145
6.14
6.131
6.142
6.158
6.184
6.223
6.232
6.242
6.249
6.248
6.253
6.273
6.288
6.288
6.286
6.258
6.248
6.255
6.247
6.237
6.231
6.225
6.221
6.221
6.235
6.27
6.299
6.305
6.318
6.338
6.368
6.392
6.414
6.444
6.47
6.487
6.501
6.516
6.531
6.53
6.521
6.522
6.534
6.541
6.543
6.553
6.561
6.572
6.579
6.596
6.626
6.647
6.663
6.68
6.699
6.702
6.703
6.699
6.689
6.666
6.646
6.627
6.604
6.588
6.574
6.577
6.582
6.59
6.596
6.614
6.611
6.614
6.613
6.604
6.594
6.579
6.571
6.569
6.578
6.582
6.589
6.597
6.611
6.629
6.657
6.682
6.715
6.737
6.756
6.779
6.787
6.788
6.79
6.782
6.776
6.788
6.782
6.789
6.797
6.807
6.84
6.878
6.906
6.94
6.977
7.016
7.07
7.121
7.177
7.223
7.284
7.347
7.417
7.499
7.567
7.627
7.666
7.71
7.738
7.773
7.796
7.803
7.816
7.831
7.857
7.877
7.912
7.938
7.993
8.084
8.176
8.272
8.375
8.474
8.541
8.601
8.656
8.737
8.82
8.846
8.847
8.86
8.876
8.877
8.908
8.95
8.996
9.042
9.084
9.123
9.176
9.244
9.272
9.293
9.295
9.312
9.324
9.315
9.297
9.292
9.265
9.229
9.226
9.239
9.301
9.355
9.398
9.447
9.482
9.507
9.548
9.583
9.616
9.628
9.6
9.563
9.553
9.542
9.542
9.566
9.607
9.656
9.707
9.764
9.844
9.914
9.995
10.073
10.168
10.257
10.299
10.336
10.379
10.43
10.472
10.526
10.556
10.584
10.612
10.66
10.762
10.861
10.947
11.008
11.046
11.086
11.144
11.208
11.254
11.29
11.345
11.394
11.453
11.554
11.671
11.781
11.86
11.944
12.06
12.216
12.319
12.412
12.473
12.561
12.667
12.775
12.912
13.038
13.141
13.197
13.225
13.219
13.124
13.088
12.934
12.724
12.504
12.377
12.258
12.15
12.087
12.111
12.253
12.291
12.406
12.513
12.586
12.553
12.563
12.543
12.503
12.404
12.281
12.164
12.067
11.975
11.907
11.837
11.67
11.556
11.459
11.406
11.387
11.374
11.311
11.238
11.115
11.1
11.127
11.152
11.22
11.247
11.258
11.222
11.204
11.273
11.348
11.362
11.403
11.431
11.412
11.414
11.392
11.404
11.433
11.457
11.532
11.591
11.656
11.725
11.814
11.913
12.009
12.104
12.234
12.355
12.463
12.573
12.638
12.657
12.651
12.653
12.706
12.759
12.68
12.561
12.273
12.028
11.727
11.354
11.004
10.72
10.444
10.147
9.9
9.629
9.548
9.374
9.175
9.097
9.071
8.994
8.871
8.805
8.781
8.84
8.846
8.89
9.045
9.2
9.266
9.323
9.416
9.482
9.568
9.634
9.735
9.804
9.813
9.761
9.737
9.727
9.705
9.691
9.635
9.541
9.482
9.453
9.487
9.581
9.686
9.779
9.865
9.899
9.938
9.99
9.952
9.92
9.882
9.812
9.706
9.603
9.517
9.456
9.406
9.411
9.446
9.475
9.499
9.541
9.605
9.633
9.655
9.703
9.762
9.786
9.84
9.913
9.976
10.047
10.103
10.168
10.194
10.23
10.265
10.294
10.325
10.355
10.383
10.392
10.441
10.499
10.565
10.618
10.702
10.795
10.881
10.949
11.029
11.128
11.204
11.291
11.39
11.479
11.555
11.642
11.714
11.768
11.827
11.86
11.875
11.889
11.883
11.886
11.857
11.848
11.842
11.864
11.882
11.919
11.974
11.988
12.015
12.032
12.039
12.001
11.99
11.898
11.824
11.749
11.687
11.629
11.573
11.487
11.423
11.388
11.313
11.287
11.228
11.148
11.071
10.941
10.82
10.744
10.665
10.567
10.47
10.334
10.23
10.172
10.066
10.006
9.987
9.932
9.924
9.937
9.989
10.083
10.095
10.038
9.961
9.925
9.9
9.868
9.818
9.744
9.683
9.632
9.598
9.586
9.639
9.682
9.683
9.72
9.762
9.802
9.828
9.876
9.956
10.055
10.158
10.255
10.355
10.47
10.563
10.653
10.724
10.755
10.779
10.791
10.759
10.748
10.751
10.716
10.653
10.547
10.439
10.344
10.218
10.08
9.928
9.716
9.493
9.297
9.116
8.995
8.866
8.696
8.541
8.388
8.273
8.166
7.956
7.756
7.543
7.37
7.196
7.019
6.826
6.643
6.443
6.185
6.063
5.97
6.013
5.998
5.96
6.009
6.071
6.145
6.307
6.516
6.647
6.748
6.744
6.728
6.681
6.651
6.618
6.595
6.483
6.416
6.398
6.377
6.335
6.363
6.437
6.481
6.566
6.667
6.812
6.922
6.966
6.991
7.029
6.996
7.03
7.096
7.164
7.239
7.3
7.397
7.5
7.589
7.653
7.761
7.857
7.939
8.028
8.051
8.082
8.122
8.182
8.297
8.445
8.593
8.656
8.677
8.667
8.606
8.516
8.447
8.349
8.215
8.073
7.883
7.678
7.517
7.334
7.228
7.144
7.069
7.018
6.978
6.915
6.867
6.887
6.888
6.937
7.006
7.023
6.981
6.91
6.784
6.655
6.49
6.486
6.503
6.53
6.564
6.601
6.642
6.766
6.943
7.18
7.492
7.706
7.868
7.998
8.095
8.207
8.37
8.473
8.59
8.69
8.768
8.776
8.789
8.823
8.865
8.916
8.929
8.929
8.935
8.955
8.967
8.985
9.05
9.095
9.166
9.22
9.303
9.405
9.472
9.593
9.752
9.9
10.039
10.176
10.25
10.343
10.408
10.532
10.661
10.707
10.744
10.75
10.763
10.796
10.896
11.001
11.091
11.14
11.175
11.219
11.241
11.314
11.331
11.314
11.269
11.226
11.173
11.118
11.109
11.087
11.098
11.099
11.106
11.165
11.245
11.365
11.527
11.665
11.767
11.904
12.003
12.074
12.174
12.228
12.248
12.197
12.072
11.905
11.815
11.663
11.522
11.416
11.294
11.182
11.097
11.029
11.016
11.045
11.03
11.046
11.062
11.071
11.13
11.194
11.258
11.354
11.448
11.538
11.572
11.584
11.602
11.622
11.62
11.628
11.624
11.617
11.587
11.582
11.59
11.595
11.599
11.596
11.57
11.539
11.501
11.435
11.398
11.347
11.295
11.235
11.178
11.113
11.033
10.937
10.813
10.712
10.599
10.494
10.399
10.327
10.237
10.181
10.129
10.103
10.094
10.06
10.011
9.974
9.984
10.007
10.055
10.106
10.152
10.188
10.228
10.292
10.414
10.532
10.633
10.734
10.811
10.875
10.962
11.055
11.149
11.219
11.238
11.267
11.31
11.337
11.381
11.39
11.407
11.413
11.412
11.429
11.43
11.397
11.344
11.291
11.273
11.268
11.261
11.254
11.24
11.229
11.233
11.235
11.24
11.275
11.265
11.278
11.271
11.27
11.294
11.331
11.386
11.464
11.589
11.702
11.849
11.998
12.147
12.31
12.476
12.617
12.76
12.865
12.939
13.045
13.117
13.178
13.229
13.272
13.342
13.416
13.481
13.588
13.7
13.795
13.886
13.959
14.061
14.166
14.255
14.351
14.437
14.482
14.511
14.549
14.625
14.754
14.905
15.042
15.165
15.321
15.534
15.811
16.054
16.161
16.274
16.326
16.365
16.472
16.528
16.552
16.604
16.661
16.773
16.979
17.101
17.208
17.281
17.275
17.329
17.375
17.319
17.192
17.039
16.935
16.934
17.01
17.119
17.29
17.416
17.568
17.703
17.846
17.986
18.11
18.162
18.132
18.089
17.969
17.917
17.834
17.804
17.777
17.75
17.735
17.738
17.839
17.897
18.013
18.058
18.04
17.983
17.967
17.965
17.921
17.872
17.843
17.846
17.815
17.854
17.99
18.101
18.168
18.169
18.2
18.172
18.013
17.853
17.735
17.619
17.402
17.222
17.049
16.834
16.532
16.289
16.154
15.975
15.781
15.509
15.371
15.261
15.173
15.177
15.25
15.279
15.235
15.264
15.233
15.212
15.115
15.02
14.922
14.874
14.858
14.834
14.799
14.71
14.61
14.511
14.484
14.453
14.461
14.433
14.422
14.43
14.513
14.702
14.915
15.151
15.362
15.583
15.763
15.896
16.006
16.147
16.258
16.279
16.361
16.451
16.549
16.607
16.647
16.689
16.738
16.742
16.759
16.825
16.868
16.897
16.906
16.968
17.041
17.078
17.099
17.103
17.118
17.148
17.157
17.136
17.122
17.094
17.085
17.102
17.109
17.159
17.12
17.026
16.919
16.857
16.809
16.753
16.714
16.698
16.639
16.628
16.718
16.854
17
17.101
17.199
17.255
17.263
17.297
17.389
17.437
17.461
17.426
17.387
17.396
17.36
17.387
17.44
17.46
17.474
17.486
17.45
17.392
17.357
17.292
17.214
17.047
16.905
16.77
16.626
16.518
16.421
16.358
16.243
16.168
16.104
16.069
16.013
15.993
16.015
15.974
15.928
15.877
15.845
15.782
15.713
15.644
15.523
15.42
15.237
15.041
14.835
14.627
14.497
14.428
14.393
14.392
14.429
14.398
14.425
14.523
14.609
14.695
14.735
14.703
14.668
14.63
14.584
14.58
14.578
14.539
14.505
14.486
14.424
14.379
14.303
14.183
14.094
13.996
13.935
13.872
13.887
13.951
14.069
14.169
14.319
14.516
14.671
14.828
14.944
15.012
15.016
14.983
14.944
14.972
14.969
14.985
15.146
15.306
15.413
15.607
15.854
16.081
16.304
16.47
16.64
16.77
16.829
16.914
17.026
17.109
17.194
17.28
17.366
17.469
17.545
17.641
17.625
17.565
17.485
17.446
17.344
17.292
17.216
17.12
17.057
17.002
16.992
16.926
16.859
16.749
16.628
16.494
16.396
16.294
16.226
16.172
16.132
16.138
16.172
16.203
16.256
16.218
16.161
16.096
15.961
15.826
15.656
15.514
15.36
15.144
14.975
14.893
14.818
14.757
14.679
14.599
14.514
14.397
14.297
14.335
14.34
14.341
14.362
14.381
14.449
14.45
14.485
14.607
14.665
14.59
14.531
14.466
14.378
14.371
14.367
14.415
14.471
14.489
14.555
14.673
14.759
14.83
14.913
14.887
14.807
14.738
14.72
14.685
14.664
14.689
14.697
14.689
14.642
14.623
14.64
14.663
14.64
14.626
14.617
14.614
14.671
14.735
14.829
14.935
15.027
15.099
15.19
15.224
15.18
15.11
15.027
14.977
14.898
14.816
14.739
14.653
14.552
14.509
14.529
14.524
14.473
14.395
14.318
14.221
14.156
14.117
14.085
14.011
13.972
13.916
13.886
13.891
13.907
13.924
13.938
13.927
13.911
13.9
13.858
13.854
13.86
13.834
13.832
13.862
13.858
13.861
13.861
13.868
13.876
13.867
13.836
13.756
13.663
13.549
13.452
13.344
13.252
13.175
13.094
13.036
12.974
12.954
12.922
12.909
12.873
12.824
12.716
12.499
12.309
12.032
11.746
11.516
11.292
11.089
10.885
10.701
10.562
10.502
10.391
10.401
10.461
10.457
10.437
10.386
10.337
10.315
10.271
10.277
10.323
10.361
10.43
10.506
10.598
10.674
10.801
10.951
11.103
11.221
11.347
11.447
11.452
11.428
11.438
11.477
11.56
11.632
11.732
11.841
11.941
12.02
12.174
12.354
12.506
12.666
12.713
12.751
12.792
12.879
12.982
13.085
13.095
13.086
13.091
13.126
13.177
13.236
13.288
13.275
13.244
13.218
13.273
13.314
13.317
13.274
13.299
13.29
13.228
13.235
13.226
13.267
13.269
13.341
13.472
13.614
13.712
13.8
13.91
13.93
13.953
13.889
13.833
13.754
13.661
13.565
13.443
13.326
13.247
13.207
13.148
13.086
13.038
13.002
12.934
12.848
12.807
12.782
12.727
12.671
12.667
12.741
12.811
12.851
12.884
12.963
13.041
13.123
13.252
13.388
13.514
13.592
13.711
13.846
13.948
14.001
14.021
14.061
14.033
14.055
14.058
14.066
14.061
14.039
14.049
14.074
14.074
14.009
13.967
13.906
13.824
13.737
13.648
13.548
13.444
13.371
13.327
13.312
13.304
13.288
13.287
13.337
13.337
13.375
13.44
13.461
13.481
13.488
13.487
13.483
13.469
13.402
13.364
13.31
13.191
13.094
12.989
12.901
12.844
12.716
12.602
12.495
12.406
12.333
12.345
12.354
12.377
12.413
12.388
12.434
12.478
12.548
12.6
12.664
12.684
12.68
12.673
12.662
12.636
12.609
12.612
12.563
12.503
12.401
12.285
12.213
12.135
12.025
11.905
11.716
11.532
11.382
11.237
11.143
11.087
10.982
10.885
10.799
10.773
10.786
10.779
10.764
10.775
10.771
10.72
10.689
10.68
10.697
10.69
10.627
10.533
10.471
10.357
10.182
10.043
9.919
9.82
9.715
9.642
